date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:46:00	43502/43502	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Aug%202018%2000:46:57%20GMT	https://scontent.cdninstagram.com/vp/c2218df2f0e94a0a4ac3ef4eb4974c2f/5C0148DF/t51.2885-15/sh0.08/e35/s640x640/39054435_234825893846821_3826755327466930176_n.jpg	E:/Sites/SantanaRow/scontent.cdninstagram.com/vp/c2218df2f0e94a0a4ac3ef4eb4974c2f/5C0148DF/t51.2885-15/sh0.08/e35/s640x640/39054435_234825893846821_3826755327466930176_n.jpg	(from http://www.santanarow.com/)
00:46:07	104848/104848	---M--	200	added ('OK')	image/jpeg	date:Mon,%2020%20Aug%202018%2022:04:12%20GMT	https://scontent.cdninstagram.com/vp/a558eb05b014fabe7875f5061f6a4252/5C3879F9/t51.2885-15/sh0.08/e35/p640x640/38885030_1029720763856369_1054660916391444480_n.jpg	E:/Sites/SantanaRow/scontent.cdninstagram.com/vp/a558eb05b014fabe7875f5061f6a4252/5C3879F9/t51.2885-15/sh0.08/e35/p640x640/38885030_1029720763856369_1054660916391444480_n.jpg	(from http://www.santanarow.com/)
00:46:20	147514/147514	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Aug%202018%2022:28:14%20GMT	https://pbs.twimg.com/media/DlKDxr4X4AEfJ9E.jpg	E:/Sites/SantanaRow/pbs.twimg.com/media/DlKDxr4X4AEfJ9E.jpg	(from http://www.santanarow.com/)
00:46:29	99354/99354	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Aug%202018%2020:08:05%20GMT	https://pbs.twimg.com/media/DlJjsy1UUAAMCaH.jpg	E:/Sites/SantanaRow/pbs.twimg.com/media/DlJjsy1UUAAMCaH.jpg	(from http://www.santanarow.com/)
00:46:32	443203/443203	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202017%2017:15:45%20GMT	http://www.santanarow.com/images/promos/twitter-fallback-3.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/promos/twitter-fallback-3.jpg	(from http://www.santanarow.com/)
00:46:34	81745/81745	---M--	200	added ('OK')	image/jpeg	date:Tue,%2021%20Aug%202018%2018:23:07%20GMT	https://pbs.twimg.com/media/DlJLrDPU0AAUpV8.jpg	E:/Sites/SantanaRow/pbs.twimg.com/media/DlJLrDPU0AAUpV8.jpg	(from http://www.santanarow.com/)
00:47:07	22186/22186	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:47:06%20GMT	http://www.santanarow.com/shop/soul-cycle	E:/Sites/SantanaRow/www.santanarow.com/shop/soul-cycle.html	(from http://www.santanarow.com/)
00:47:08	23325/23325	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:47:08%20GMT	http://www.santanarow.com/dine/mendocino-farms	E:/Sites/SantanaRow/www.santanarow.com/dine/mendocino-farms.html	(from http://www.santanarow.com/)
00:47:11	456578/456578	---M--	200	added ('OK')	image/jpeg	date:Mon,%2003%20Apr%202017%2017:15:45%20GMT	http://www.santanarow.com/images/promos/twitter-fallback-4.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/promos/twitter-fallback-4.jpg	(from http://www.santanarow.com/)
00:47:12	20621/20621	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:47:11%20GMT	http://www.santanarow.com/events/le-marche-santana-row-farmers-market6	E:/Sites/SantanaRow/www.santanarow.com/events/le-marche-santana-row-farmers-market6.html	(from http://www.santanarow.com/)
00:47:32	147238/147238	---M--	200	added ('OK')	image/jpeg	date:Tue,%2003%20Jul%202018%2021:40:58%20GMT	http://www.santanarow.com/images/promos/aritzia_web_promo.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/promos/aritzia_web_promo.jpg	(from http://www.santanarow.com/)
00:47:33	22105/22105	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:47:32%20GMT	http://www.santanarow.com/shop/aritzia	E:/Sites/SantanaRow/www.santanarow.com/shop/aritzia.html	(from http://www.santanarow.com/)
00:47:34	224003/224003	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202017%2021:14:20%20GMT	http://www.santanarow.com/images/promos/Fruits_Web.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/promos/Fruits_Web.jpg	(from http://www.santanarow.com/)
00:47:34	37102/37102	---MCZ	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:47:33%20GMT	http://www.santanarow.com/concierge/gifts	E:/Sites/SantanaRow/www.santanarow.com/concierge/gifts.html	(from http://www.santanarow.com/)
00:47:34	2193/2193	---M-Z	403	error ('Forbidden')	text/html	date:Wed,%2022%20Aug%202018%2007:47:34%20GMT	http://translate.google.com/translate_a/element.js?cb=googleTranslateElementInit	E:/Sites/SantanaRow/translate.google.com/translate_a/element.22a0d8.delayed	(from http://www.santanarow.com/)
00:47:36	23266/23266	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:47:35%20GMT	http://www.santanarow.com/concierge/hotel/	E:/Sites/SantanaRow/www.santanarow.com/concierge/hotel/index.html	(from http://www.santanarow.com/)
00:47:36	21625/21625	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Apr%202016%2022:06:45%20GMT	http://www.santanarow.com/images/common/snapcode.png	E:/Sites/SantanaRow/www.santanarow.com/images/common/snapcode.png	(from http://www.santanarow.com/)
00:47:37	21995/21995	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:47:36%20GMT	http://www.santanarow.com/concierge/get_connected/	E:/Sites/SantanaRow/www.santanarow.com/concierge/get_connected/index.html	(from http://www.santanarow.com/)
00:47:38	9051/9051	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2014%20Feb%202018%2018:42:59%20GMT	http://www.santanarow.com/js/0.9.5/main.min.js	E:/Sites/SantanaRow/www.santanarow.com/js/0.9.5/main.min.js	(from http://www.santanarow.com/)
00:47:41	35266/35266	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20May%202018%2001:10:24%20GMT	http://www.google-analytics.com/analytics.js	E:/Sites/SantanaRow/www.google-analytics.com/analytics.js	(from http://www.santanarow.com/)
00:47:44	350765/350765	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20May%202017%2015:36:02%20GMT	http://www.santanarow.com/js/0.9.5/lib/concat/global.concat.lib.js	E:/Sites/SantanaRow/www.santanarow.com/js/0.9.5/lib/concat/global.concat.lib.js	(from http://www.santanarow.com/)
00:47:56	339688/339688	---M--	200	added ('OK')	application/x-font-woff	date:Wed,%2023%20May%202018%2015:53:31%20GMT	http://www.santanarow.com/assets/djhannes-webfont.woff	E:/Sites/SantanaRow/www.santanarow.com/assets/djhannes-webfont.woff	(from http://www.santanarow.com/css/main.css)
00:47:56	195105/195105	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2023%20May%202018%2015:53:31%20GMT	http://www.santanarow.com/assets/djhannes-webfont.eot	E:/Sites/SantanaRow/www.santanarow.com/assets/djhannes-webfont.eot	(from http://www.santanarow.com/css/main.css)
00:47:57	25080/25080	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/brandon_bld-webfont.eot	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_bld-webfont.eot	(from http://www.santanarow.com/css/main.css)
00:47:58	29164/29164	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/brandon_bld-webfont.woff	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_bld-webfont.woff	(from http://www.santanarow.com/css/main.css)
00:47:58	51792/51792	---M-Z	200	added ('OK')	application/x-font-ttf	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/brandon_bld-webfont.ttf	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_bld-webfont.ttf	(from http://www.santanarow.com/css/main.css)
00:47:59	87712/87712	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jul%202013%2023:47:29%20GMT	http://www.santanarow.com/assets/brandon_bld-webfont.svg	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_bld-webfont.svg	(from http://www.santanarow.com/css/main.css)
00:47:59	25080/25080	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/brandon_bld-webfont.eot?	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_bld-webfontd41d.eot	(from http://www.santanarow.com/css/main.css)
00:48:00	24151/24151	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/brandon_blk-webfont.eot	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_blk-webfont.eot	(from http://www.santanarow.com/css/main.css)
00:48:00	28096/28096	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/brandon_blk-webfont.woff	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_blk-webfont.woff	(from http://www.santanarow.com/css/main.css)
00:48:01	50672/50672	---M-Z	200	added ('OK')	application/x-font-ttf	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/brandon_blk-webfont.ttf	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_blk-webfont.ttf	(from http://www.santanarow.com/css/main.css)
00:48:01	85464/85464	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/brandon_blk-webfont.svg	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_blk-webfont.svg	(from http://www.santanarow.com/css/main.css)
00:48:02	24151/24151	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/brandon_blk-webfont.eot?	E:/Sites/SantanaRow/www.santanarow.com/assets/brandon_blk-webfontd41d.eot	(from http://www.santanarow.com/css/main.css)
00:48:03	31949/31949	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/radley-regular-webfont.eot	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-regular-webfont.eot	(from http://www.santanarow.com/css/main.css)
00:48:03	35740/35740	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/radley-regular-webfont.woff	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-regular-webfont.woff	(from http://www.santanarow.com/css/main.css)
00:48:04	62608/62608	---M-Z	200	added ('OK')	application/x-font-ttf	date:Mon,%2029%20Jul%202013%2023:47:29%20GMT	http://www.santanarow.com/assets/radley-regular-webfont.ttf	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-regular-webfont.ttf	(from http://www.santanarow.com/css/main.css)
00:48:04	99245/99245	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/radley-regular-webfont.svg	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-regular-webfont.svg	(from http://www.santanarow.com/css/main.css)
00:48:05	31949/31949	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/radley-regular-webfont.eot?	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-regular-webfontd41d.eot	(from http://www.santanarow.com/css/main.css)
00:48:06	35281/35281	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/radley-italic-webfont.eot	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-italic-webfont.eot	(from http://www.santanarow.com/css/main.css)
00:48:06	39584/39584	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/radley-italic-webfont.woff	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-italic-webfont.woff	(from http://www.santanarow.com/css/main.css)
00:48:07	35281/35281	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/radley-italic-webfont.eot?	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-italic-webfontd41d.eot	(from http://www.santanarow.com/css/main.css)
00:48:07	70368/70368	---M-Z	200	added ('OK')	application/x-font-ttf	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/radley-italic-webfont.ttf	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-italic-webfont.ttf	(from http://www.santanarow.com/css/main.css)
00:48:08	97260/97260	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/radley-italic-webfont.svg	E:/Sites/SantanaRow/www.santanarow.com/assets/radley-italic-webfont.svg	(from http://www.santanarow.com/css/main.css)
00:48:11	223592/223592	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2029%20Jul%202013%2023:47:29%20GMT	http://www.santanarow.com/assets/4c83158e-1435-42b3-9577-b2b30ca41519.eot?	E:/Sites/SantanaRow/www.santanarow.com/assets/4c83158e-1435-42b3-9577-b2b30ca41519d41d.eot	(from http://www.santanarow.com/css/main.css)
00:48:11	83904/83904	---M--	200	added ('OK')	application/x-font-woff	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/6d0c45bd-b627-4868-942a-91b2f83580f2.woff	E:/Sites/SantanaRow/www.santanarow.com/assets/6d0c45bd-b627-4868-942a-91b2f83580f2.woff	(from http://www.santanarow.com/css/main.css)
00:48:12	350272/350272	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/f00e2b8d-55bd-4f31-b5ae-e6230f2c8481.svg	E:/Sites/SantanaRow/www.santanarow.com/assets/f00e2b8d-55bd-4f31-b5ae-e6230f2c8481.svg	(from http://www.santanarow.com/css/main.css)
00:48:13	14856/14856	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2016%20Feb%202017%2017:35:56%20GMT	http://www.santanarow.com/assets/sr-icons.eot?ck5bfz	E:/Sites/SantanaRow/www.santanarow.com/assets/sr-iconsde72.eot	(from http://www.santanarow.com/css/main.css)
00:48:14	14692/14692	---M-Z	200	added ('OK')	application/x-font-ttf	date:Thu,%2016%20Feb%202017%2017:35:56%20GMT	http://www.santanarow.com/assets/sr-icons.ttf?ck5bfz	E:/Sites/SantanaRow/www.santanarow.com/assets/sr-iconsde72.ttf	(from http://www.santanarow.com/css/main.css)
00:48:14	14768/14768	---M--	200	added ('OK')	application/x-font-woff	date:Thu,%2016%20Feb%202017%2017:35:56%20GMT	http://www.santanarow.com/assets/sr-icons.woff?ck5bfz	E:/Sites/SantanaRow/www.santanarow.com/assets/sr-iconsde72.woff	(from http://www.santanarow.com/css/main.css)
00:48:15	223404/223404	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2029%20Jul%202013%2023:47:27%20GMT	http://www.santanarow.com/assets/6334af5a-f301-4a6a-bbe1-2f3f58d3a799.ttf	E:/Sites/SantanaRow/www.santanarow.com/assets/6334af5a-f301-4a6a-bbe1-2f3f58d3a799.ttf	(from http://www.santanarow.com/css/main.css)
00:48:15	55875/55875	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2016%20Feb%202017%2017:35:56%20GMT	http://www.santanarow.com/assets/sr-icons.svg?ck5bfz	E:/Sites/SantanaRow/www.santanarow.com/assets/sr-iconsde72.svg	(from http://www.santanarow.com/css/main.css)
00:48:15	956/956	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jul%202015%2018:01:08%20GMT	http://www.santanarow.com/images/siteimages/bg-fixed.png	E:/Sites/SantanaRow/www.santanarow.com/images/siteimages/bg-fixed.png	(from http://www.santanarow.com/css/main.css)
00:48:15	15779/15779	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jul%202015%2018:01:09%20GMT	http://www.santanarow.com/images/siteimages/wavy_lines_tile_light.png	E:/Sites/SantanaRow/www.santanarow.com/images/siteimages/wavy_lines_tile_light.png	(from http://www.santanarow.com/css/main.css)
00:48:16	3804/3804	---M-Z	200	added ('OK')	text/x-component	date:Mon,%2029%20Jul%202013%2023:47:28%20GMT	http://www.santanarow.com/assets/backgroundsize.min.htc	E:/Sites/SantanaRow/www.santanarow.com/assets/backgroundsize.min.htc	(from http://www.santanarow.com/css/main.css)
00:48:16	7364/7364	---M--	200	added ('OK')	image/gif	date:Wed,%2001%20Jul%202015%2018:01:07%20GMT	http://www.santanarow.com/images/siteimages/ajax-loader.gif	E:/Sites/SantanaRow/www.santanarow.com/images/siteimages/ajax-loader.gif	(from http://www.santanarow.com/css/main.css)
00:48:17	20500/20500	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jul%202015%2018:01:08%20GMT	http://www.santanarow.com/images/siteimages/wavy_lines_tile_dark.png	E:/Sites/SantanaRow/www.santanarow.com/images/siteimages/wavy_lines_tile_dark.png	(from http://www.santanarow.com/css/main.css)
00:48:17	292/292	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2022%20Aug%202018%2007:48:17%20GMT	http://www.santanarow.com/css/owl.video.play.png	E:/Sites/SantanaRow/www.santanarow.com/css/owl.video.play.png	(from http://www.santanarow.com/css/main.css)
00:48:18	16327/16327	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202016%2003:35:17%20GMT	http://www.santanarow.com/images/siteimages/wavy_lines.png	E:/Sites/SantanaRow/www.santanarow.com/images/siteimages/wavy_lines.png	(from http://www.santanarow.com/css/main.css)
00:48:20	163459/163459	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Jul%202015%2017:58:50%20GMT	http://www.santanarow.com/images/heros/sr_concierge_bg.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/heros/sr_concierge_bg.jpg	(from http://www.santanarow.com/css/main.css)
00:48:20	58013/58013	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202016%2023:23:41%20GMT	http://www.santanarow.com/images/made/images/heros/Shop_Hero_16_317_160_000000opac-%2075_s_c1.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/made/images/heros/Shop_Hero_16_317_160_000000opac-%2075_s_c1.jpg	(from http://www.santanarow.com/shop)
00:48:28	2337892/2337892	---M--	200	added ('OK')	image/jpeg	date:Wed,%2009%20May%202018%2020:40:59%20GMT	http://www.santanarow.com/images/promos/soulcycle_2018.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/promos/soulcycle_2018.jpg	(from http://www.santanarow.com/)
00:48:30	314990/314990	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Jul%202016%2023:23:42%20GMT	http://www.santanarow.com/images/made/images/heros/Shop_Hero_16_768_387_000000opac-%2075_s_c1.jpg	E:/Sites/SantanaRow/www.santanarow.com/images/made/images/heros/Shop_Hero_16_768_387_000000opac-%2075_s_c1.jpg	(from http://www.santanarow.com/shop)
00:48:31	22210/22210	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:48:30%20GMT	http://www.santanarow.com/shop/100_pure	E:/Sites/SantanaRow/www.santanarow.com/shop/100_pure.html	(from http://www.santanarow.com/shop)
00:48:33	31061/31061	---M--	200	added ('OK')	image/png	date:Wed,%2001%20Jul%202015%2018:32:21%20GMT	http://www.santanarow.com/images/vendor/store_logo_100Pure%402x.png	E:/Sites/SantanaRow/www.santanarow.com/images/vendor/store_logo_100Pure@2x.png	(from http://www.santanarow.com/shop)
00:48:34	22738/22738	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:48:33%20GMT	http://www.santanarow.com/shop/aesop	E:/Sites/SantanaRow/www.santanarow.com/shop/aesop.html	(from http://www.santanarow.com/shop)
00:48:35	26252/26252	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Aug%202016%2022:12:11%20GMT	http://www.santanarow.com/images/vendor/Aesop_Logo.png	E:/Sites/SantanaRow/www.santanarow.com/images/vendor/Aesop_Logo.png	(from http://www.santanarow.com/shop)
00:48:36	22406/22406	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:48:35%20GMT	http://www.santanarow.com/shop/amazon-books	E:/Sites/SantanaRow/www.santanarow.com/shop/amazon-books.html	(from http://www.santanarow.com/shop)
00:48:39	86912/86912	---M--	200	added ('OK')	image/png	date:Wed,%2019%20Apr%202017%2018:23:44%20GMT	http://www.santanarow.com/images/vendor/Amazon_Books_Logo_Web.png	E:/Sites/SantanaRow/www.santanarow.com/images/vendor/Amazon_Books_Logo_Web.png	(from http://www.santanarow.com/shop)
00:48:39	22281/22281	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Aug%202018%2007:48:39%20GMT	http://www.santanarow.com/shop/anthropologie	E:/Sites/SantanaRow/www.santanarow.com/shop/anthropologie.html	(from http://www.santanarow.com/shop)
